qid;question;ocr_text;handwritten_text
VizWiz_train_000000002817.jpg;What denomination is this note?;['1,', '12'];['THE TATTED STATES DORMITORIES', 'CH 605 LIS4 7 7', '21 - 0', 'HEOSLISL # 7', '\\many * 21', '121 - SMITH']
VizWiz_train_000000002820.jpg;This is a package from the Asian market shop. Can you tell me what the label says please?;[];['Euro *`', '* Spices`', '\\^ ^all of', "World's Finest", 'Re Hoke & Spices']
VizWiz_train_000000002827.jpg;Excuse me, What is in this bottle? Thank you.;[];["\\Aid a dudley of paulcasual behind who'll You al^ ^", "Am E mean ^has\\ I'd w`series ( 15 ^", 'IN` WRATH AVENUE " LANCASTER , MY Taste']
VizWiz_train_000000002829.jpg;What is this bottle?;['»plement', 'facts'];['pplement Facts']
VizWiz_train_000000002831.jpg;What kind of computer is this?;[];[]
VizWiz_train_000000002835.jpg;What food is in this bag?;[];[]
VizWiz_train_000000002838.jpg;What color are the letters?;['logitech'];[]
VizWiz_train_000000002839.jpg;What is my temperature? ;[];['6 5BE']
VizWiz_train_000000002841.jpg;This is cola?;[];[]
VizWiz_train_000000002845.jpg;What is it?;[];[]
VizWiz_train_000000002848.jpg;What is this can?;['mium', '•', 'f', 'orful', '•', 'premium', '•f', 'ite', 'ean', 'cken', 'chili', 'mith', 'whijme', 'chicken', 'ns'];['\\\\O WENIE', 'SEVENMEDEVA`/ SN']
VizWiz_train_000000002851.jpg;What is in this can?;[];['ROTS', '"TADAS']
VizWiz_train_000000002853.jpg;What coffee is this?;[];[]
VizWiz_train_000000002855.jpg;What is this?;[];['~ ~`it']
VizWiz_train_000000002856.jpg;what does this say?;["i'd", 'give', 'up', 'chocolate', 'but', "i'm", 'not', 'a', 'quitter'];['OFF']
VizWiz_train_000000002857.jpg;What is in this bottle?;[];[]
VizWiz_train_000000002861.jpg;What is this?;[];['15 Sticks . Sugarfree ^']
VizWiz_train_000000002864.jpg;what is this?;['-ecu;', 'half', 'creant', '100/0'];['MOSTION', '\\ONTITIS']
VizWiz_train_000000002866.jpg;How long do I cook this in the microwave?;['o', 'roa?t', 'lamb'];['Liter Easy', 'Micronbrave', 'ROESE Lamb', 'Heating', 'Instructions', 'On` Mumbler }|']
VizWiz_train_000000002867.jpg;What's the title of the CD?;['collection'];[]
VizWiz_train_000000002869.jpg;Can you read the tag? How do I improve that?;[];['`. ..... .']
VizWiz_train_000000002870.jpg;What is this?;[];['no', 'MISG', 'Roland', 'QUIRBY', 'LIZZILOW', 'P`ISING', 'NET WT . 6 . 8 OZ . ( 1959)']
VizWiz_train_000000002872.jpg;What brand and model is this phone?;['the', 'elegant', 'fusion', 'of', 'sleek', 'design', '"*elite', 'and', 'state-of-the-art', 'technology', 'mode', '*', 'bluetooth•', 'phone', 't', 'co'];['|12 ^ 19/95)', '$ $1210 00^']
VizWiz_train_000000002875.jpg;What is this logo?;[];['SIA.`', '`POKEMON']
VizWiz_train_000000002876.jpg;Alright, can you tell me what flavor this one is?;[];[]
VizWiz_train_000000002877.jpg;What is in this can?;[];['200 *']
VizWiz_train_000000002883.jpg;You guys are awesome. What is this can?;['jalapeno', 'peppers', 'raw', 'styli', 'beans'];['`ONE CVVAMIN', 'G`EGGE`']
VizWiz_train_000000002888.jpg;What brand is this?;['westell', 'aso-7s001s-07', '"e', 'in', '0812008', 'otls3ac399ss', 'aos&.', 'voo€v', 'router', 'wo:', '5200038553', 'us', '"polo\'aa90\'900', 'c', "che'sooxx.0'"];['PATENT PENDING', '\\D CHET 50 0 * * - 07', 'SOSL2 + MODEM ROUTER', 'FC', '` US SKPOLONIA AGO 7 50 0', '\\0.0 183 A C 3.8958', 'MAG:', '\\WO : 5200 038553', '\\89 ECD$ 15 F6', 'WER', '\\C2 2. 2 NO 80830 . 00', '\\CERTIFIED TO CANICSA STO 2 2%9 ~ .', '\\SN: 08FX08048318', '3127789', '( TV )*', '|Made in China 08/2008', 'Model.', '\\A90 - 750015- 07', 'WESTELL']
VizWiz_train_000000002889.jpg;What is in this bottle?;['j.', "oni0inåia',", 'an', 'a', 'm', 'f."', "'can", 'facts'];['^and bolet`', 'AN AMERICAN ORIGINAL', "beside this Little to create your bestpal drive It's The Real Deal", 'Nutrition', 'Facts', 'Total Fat Do\\', 'IN Total Card. 189 1/', 'Cholesterol long }} Sugars 120)', 'Sadin 240ing 10% Protein ``']
VizWiz_train_000000002891.jpg;Is this pregnancy test positive or negative?;[];['ant QD', 'ant CD', 'I', 'THEFIRST', '\\RESPONS']
VizWiz_train_000000002900.jpg;What color is this container and is there a design and what type of design is it if there is?;[];[]
VizWiz_train_000000002902.jpg;what is this;['only', 'on', 'playstation,', 'nthespnw', '$10', 'off'];['$10 Off', 'Fan Central ^ ^arises`', 'Only Be Fore^``', 'MAULERS']
VizWiz_train_000000002904.jpg;On what side is the up arrow button?;[];[]
VizWiz_train_000000002908.jpg;What time is it?;[];[]
VizWiz_train_000000002911.jpg;What is this can?;['liciqhi'];['CARTY BROTH', 'DO Gue`']
VizWiz_train_000000002912.jpg;What are these keys in order from left to right ton the top row of this keyboard?;['command'];['$ 11', 'F6', 'FA', 'FS', 'FB', 'FZ', '80', 'V', '8', 'GA', 'W', 'E', 'R', 'H', 'LL', 'S', 'G', 'X', 'C', 'B', 'N', 'alt', 'option', 'command']
VizWiz_train_000000002915.jpg;What is the line? ;[];['715 CM.']
VizWiz_train_000000002921.jpg;What is the oven temperature control setup?;[];['" I']
VizWiz_train_000000002922.jpg;What kind of soda is this?;[];['740']
VizWiz_train_000000002923.jpg;What is it?;['(ill', '0900', 'oseo'];['` TEXAS INSTRUMENTS TI - 83 Plus', 'FE`', 'JESTER', 'LLin @ 3', 'TE (', 'ELAALL', 'WALL', 'EVETO', 'GO`', '``One', 'LEAVE']
VizWiz_train_000000002924.jpg;What kind of shaving cream is this?;['avec', 'positively', 'shave', 'a', 'this', 'specialiv', 'formulated', 'shave', 'gel', 'naw', 'helps', 'prevent', 'shaving', 'irritaüon,', 'so', 'yur', 'longer.', 'this', 'creakthrough', 'formula', 'wita', 'soy', 'extract', 'and', 'skin-silkening', 'conditiowstz', 'minimize', 'the', 'reappearance', 'of', 'unwanta:tvi', 'shave', 'less', 'often.', 'specially', 'formulated', 'with', 'rich', 'emollienb7i', 'and', 'conditions', 'hair,', 'making', 'it', 'easierf"1e', 'and,', 'it', 'helps', 'protect', 'skin', 'against', 'this', 'creamy', 'gel', 'moisturizes', 'and', 'sootespj', 'healthier.', 'its', 'clean', 'rinsing', 'formula', 'hasa$', 'enough', 'for', 'even', 'sensitive', 'skin.', 'discover', 'aveenoø', 'active', "naturals'.", '1', 'simply', 'put,', 'active', "naturals'", 'are', 'ingredients', 'derived', 'from', 'nature', 'and', 'uniquely', 'formulated', 'to', 'reveal', "skin's", 'natural', 'health', 'and', 'beauw.', 'essential', 'active', "naturals':", '•', 'moisture-rich', 'natural', 'soy'];['Aveen', 'ACTIVE MA`', 'Positively Sme', 'SHAVE GEL', 'This specially formulated shave gel naturally he`', 'helps prevent shaving irritation , so your skin`', 'longer . This breakthrough formula with an end`', 'soy extract and skin - silkening conditioners `', 'minimize the reappearance of unwanted hair`', 'shave less often . AVEENO @ POSITIVELY SHOW`', 'specially formulated with rich emollients and `', 'and conditions hair , making it easier for you `', 'And , it helps protect skin against nicks , cuts,`', 'This creamy gel moisturizes and soothes you !', "healthier . It's clean rinsing formula has a light^", 'enough for even sensitive skin .', 'Discover AVEENO@ ACTIVE NATURALSO', 'Simply put , ACTIVE NATURALSO are', 'ingredients derived from nature', 'DEATH!', 'and uniquely formulated to reveal', "Skin's natural health and beauty .", 'Essential ACTIVE NATURALSQ .', '. Moisture - rich natural soy', 'he shaved . Put smade', 'war Shave &^']
VizWiz_train_000000002926.jpg;What is the temperature set to?;[];['1:03']
VizWiz_train_000000002927.jpg;What is that?;['clean', '8', '30ft'];['CLEAN', '& SOFT']
VizWiz_train_000000002928.jpg;What is this;[];[]
VizWiz_train_000000002929.jpg;What does it show on the computer screen?;[];[]
VizWiz_train_000000002930.jpg;What is this person wearing?;["44'w.____——-"];['Chicken', '\\Biskin']
VizWiz_train_000000002931.jpg;Can you please tell me what this is? This box of candy, what kind it is?;['04-an•', 'peanu', 'the', 'or', 'd', 'na+n—', 'd—'];['THE ORIC']
VizWiz_train_000000002933.jpg;How long do I cook the fish for?;['tesco', 'value', '{', '-', '4', 'white', 'fisjiportion', 'no', 'artificial', 'preservatives', 'or', 'oolours', 'each', 'portion', 'contains', '22-03', '2012', 'of', 'your', 'guideline', 'daily', 'amount', 'display', 'until', 'e'];['\\Display until end', '2012', '22-175', '\\ 19 0 ^\\ 71 ^\\ 13 %^', '4 White Fish Portion', 'Each portion contains', 'of your guideline daily amount', '\\ 3 %^', 'No artificial preservatives or colours', 'TESCO', 'Responsibly', 'Sourced', 'mins', 'from frozen', 'Grill', '40.0 9. 0', 'Serving suggestion', '25', '\\mins', 'train frozen', 'Oven']
VizWiz_train_000000002934.jpg;What is this?;[];['we^', '` portdong^']
VizWiz_train_000000002938.jpg;What is that?;[];[]
VizWiz_train_000000002940.jpg;What make and flavor is this coffee please? ;['3', 'soo'];['SIEMENS GHIREVLON']
VizWiz_train_000000002950.jpg;What kind of chips are these?;[];[]
VizWiz_train_000000002951.jpg;What's this?;[];['Great for', 'Beginners !', 'Adjustable - height', 'Tee']
VizWiz_train_000000002956.jpg;What kind of pop is this?;[];[]
VizWiz_train_000000002957.jpg;What time is it?;[];['11 12', '2', '3', '4.', '6']
VizWiz_train_000000002959.jpg;What is this?;[];[]
VizWiz_train_000000002960.jpg;What is this product?;[];['BUTIN PALE']
VizWiz_train_000000002966.jpg;What is this?;['iclean', 'for', 'elec', 'safely', 'cleans', 'all', 'your'];['Safely Cleans All Your Screen']
VizWiz_train_000000002967.jpg;Thank you. And what kind of is this, please?;[];['SILK', 'Pure Almond']
VizWiz_train_000000002969.jpg;What kind of goldfish crackers are these?;[];['Fish.']
VizWiz_train_000000002976.jpg;What is on this baby's shirt?;["moümy's"];["MOMMY'S", 'BIG GUY']
VizWiz_train_000000002977.jpg;Can you read what's on this box?;['lemon', 'meringue'];['LEMON', 'MERINGUE', 'dessert cookies']
VizWiz_train_000000002981.jpg;What is this product?;[];['Nutrit', 'D)', '\\137']
VizWiz_train_000000002982.jpg;Can you tell what type of tea this is?;['all', 'natural', 't', 'azo', 'zen', '-', 'green', 'tea', '-', 'a', 'harmonious', 'blend', 'with', 'emongrass', '&', 'spearmint.'];['FIB . AC \\', 'lemongrass OF spearmint .', '\\4 FILTERBAGS', 'A harmonious blend with', '- GREEN TEA -', '~080808008880808080808888008080800800808000^', "Z eI'M", '+', 'ALL NATURAL', '660880']
VizWiz_train_000000002983.jpg;What is in this box?;[];['^````` sit`', 'WOE`', '`TRIETION', '\\FIBER', 'burger .', 'VEGETABLES']
VizWiz_train_000000002990.jpg;What is in this can?;[];['GLASS', 'LEANER', 'LEAVES AND HIM']
VizWiz_train_000000002991.jpg;What is on the picture?;[];[]
VizWiz_train_000000002992.jpg;What is it?;[];['Disabled & Proud']
VizWiz_train_000000002994.jpg;Do you see a number?;[];[]
VizWiz_train_000000002997.jpg;Is it possible to tell the ingredients of this pizza, and the brand?  Thanks.;[];['STONE', 'TOMBSTO', 'ORIGINAL']
VizWiz_train_000000002999.jpg;What does this caption say?;['nproved!', 'below', 'help?', 'tra', 'ditiona', 'i', 'audio', 'code', 'i', 'try', 'a', 'new', 'code'];['`proved !', 'I help ?', 'below', '|1 Try a new code', 'Traditional', 'Audio code']
VizWiz_train_000000003000.jpg;What is this?;['co/ge@e•', 'cavit*'];['LARGELUDY']
VizWiz_train_000000003001.jpg;What album is this?;[];['GLADYS KNIGHT & THE; PIPS', 'Inc^lotion']
VizWiz_train_000000003002.jpg;What kind of watch is this?;['oeeum'];['- 0']
VizWiz_train_000000003006.jpg;What's this magazine?;['vettßnaiyuospital', 'wants', 'wrangler', 'wrangler', 'is', 'due', 'for', 'the', 'following:', '9/52014', 'dapp', '3', 'years', 'schedule', 'today!', 'lone', 'mountain', 'veterinary', 'tdtannæ', 'hospital', '775-883-3136', 'gassidy', 'a', 'true', 'movve', 'star', 'a', 'passion', 'pets', 'issue', 'friends', 'at:', 'ho.', 'ital', 'our', 'mission', 'is', 'to', 'provide', 'wran', 'high', 'quality', 'care.', 'we', 'focus', 'on', 'preventatixæ', 'medicine', 'to', 'keep', 'wrangler', 'living', 'a', 'long', 'and', "heal'"];['Lone Mountain Veterinary Hospital wants', 'Wrangler', 'to be a', 'Pet', 'Wrangler is due for the', 'following !', '9 15 / 2014 DAZ P 3 years', 'Schedule TODAY !', 'Lone Mountain Veterinary', 'Hospital', '\\CASSIDY', '775-883- 3136', 'A tevre movie star', 'with a passion for pets', 'Please enjoy this issue of Healthy Pet?`', 'magazine from your friends at:`', 'Our mission is to provide Wrangle', 'high quality care . We focus on', 'call`', 'Love Mountain Veterinary Hospital', 'preventative medicine to keep', 'Wrangler living a long and healthy*', 'We how']
VizWiz_train_000000003011.jpg;What is this?;[];[]
VizWiz_train_000000003012.jpg;Is this a Atari 2600 game?;['use', 'atari@', 'roliers', 'rex2646', "lobe'.", 'program', '&', 'rudiovisuol', '@', '1981', 'rtrri,', 'inc.', '*', 'pac-man', 'is', 'licensed', 'by', 'namco-america,', 'inc.'];['ATARIQ', "`BRAG MAN 'S TOGREGG Of NEWGO`VERGE , ```"]
VizWiz_train_000000003013.jpg;What is the title of this book?;['oöi'];['700', 'TOHATE', '52 0', '9']
VizWiz_train_000000003014.jpg;Can you tell me what type of macaroni this is so I can look up some directions for it.;[];['GREETDE`']
VizWiz_train_000000003015.jpg;Can you tell who put this one out?;["steetnters'", 'barbecue', "stse0'cteje", 'with', 'red', 'potatoes', 'no', 'preservatives', 'mijs!', 'y'];['TOP CHEF', 'INSPIRED', '` DIETWT 8.5 0 2 12690 )|', '_KEEP FROZEN ; MUST BE COOKED THOROUGHLY']
VizWiz_train_000000003017.jpg;Can you please tell me how many percent of the download has completed so far? Thank you very much.;['sylvia', 's.', 'mader', 'downloading...'];['Downloading ..', 'SAME S_ MERGER']
VizWiz_train_000000003020.jpg;What is this?;['1003030', '18', 'oz', 'nutrition', 'facts', 'serving', 'size', '10', 'pretzels', '(30g),', 'servf', 'per', 'container', 'about', '17,', 'amount', 'per', 'serving:', 'calories', "15'", 'fat', 'cal.', '60.', 'total', 'fat', '7g', '(1', '1', '%dv).', 'sat.', 'fat', '(8%dv).', 'trans', 'fat', '00,', 'polyunsat', 'fat', '2g.', 'monounsat', 'fat', '3g,', 'cholest.', 'omg', '(o%dv),', 'sodium', '350mg', '(15%dv).', 'total', 'carb.', '16g', '(5%dv),', 'fiber', '2g', '(8%', 'dv).', 'sugars', '2g.', 'protein', '5g.', 'vitamin', 'a', '(oo/odv),', 'vitamin', 'c', '(oo/odv),', 'calctum', '(o%dv),', 'iron', '(4%dv).', 'percent', 'daily', 'values', 'are', 'based', 'on', 'a', '2,000', 'calorie', 'diet.', 'ingredeints:', 'enriched', 'wheat', 'flour', '(wheat', 'flour.', 'niacin,', 'reduced', 'iron,', 'thiamin', 'mononitrate,', 'riboflavin,', 'folic', 'acid),', 'peanut', 'butter', '(roasted', 'peanuts.', 'sugar,', 'salt),', 'salt,', 'less', 'than', 'of:', 'canola', 'oil', 'and/or', 'soybean', 'oil,', 'corn', 'syrup,', 'barley', 'malt', 'extract.', 'leavening', '(contains', 'one', 'or', 'more', 'of:', 'yeast,', 'sodium', 'bicarbonate,', 'ammonium', 'bicarbonate).', '70271', '00388', 'contains:', 'wheat,', 'peanuts.', 'conagra', 'foods', 'po', 'box', 'hr', 'omaha', 'ne', '68103068', 'usa', '8'];['10038930 PB Nuggets Original 18 02\\', 'Nutrition Facts Serving Size 10 Pretzels ( 309 ) , Serve', 'Per Container About 17 , Amount Per Serving : Calories 15', 'Fat Cal . 60 . Total Fat 79 ( 1 1% DV ) , Sat . Fat 1.59 ( 8% DV ).', 'Trans Fat Og , Polyunsaturated . Monounsaturated , Cholest .', 'Omg 1 0% DV ) , Sodium 350mg ( 15% DV ). Total Carb . 16 9\\', '( 5% DV ) , Fiber 29 (8% DV ), Sugars 29, Protein 59, Vitamin A', '(0 % DV ) , Vitamin C 1 0 % DV ) , Calcium ( 0% DV ), Iron ( 4% DV ) .`', 'Percent Daily Values are based on a 2, 000 calorie diet .', 'INGREDEINTS : ENRICHED WHEAT FLOUR ( WHEAT FLOUR .', 'NIACIN, REDUCED IRON , THIAMIN MONONITRATE , RIBOFLAVIN !', 'FOLIC ACID ) , PEANUT BUTTER ( ROASTED PEANUTS, SUGAR ,', 'SALT ) , SALT , LESS THAN 2% OF: CANOLA OIL AND / OR!', 'SOYBEAN OIL , CORN SYRUP, BARLEY MALT EXTRACT .`', 'LEAVENING ( CONTAINS ONE OR MORE OF : YEAST , SODIUM', 'BICARBONATE , AMMONIUM BICARBONATE ) .`', 'CONTAINS : WHEAT , PEANUTS', '@ ConAgra Foods', 'P . O. BOX 3768, DEPT HK', '0/1 117 027 1/1 0 03 8 8| | |', '1/8', 'OMAHA. NE 68103 - 0768 U. S. A .']
VizWiz_train_000000003022.jpg;Does it say what this is?;['fiesta', 'chicygs', 'seasoned'];['0 0', 'ANS', '$52', 'FIESTA LIME', 'DELIVERY', 'CHICKEN WITH', 'SEASONED RICE', 'GRILLED WHITE MEAT CHICKEN', 'WITH ZESTY LIME SAUCE', 'SEASONED RICE_ AND', 'CRISP TORTILLA STRIPS']
VizWiz_train_000000003023.jpg;What is next Wednesday's date?;[];['October 2012']
VizWiz_train_000000003026.jpg;What brand of noodles are these?;[];[]
VizWiz_train_000000003030.jpg;Yes, I need to determine the word in the captcha image. Thank you.;[];['Powered by']
VizWiz_train_000000003031.jpg;What game is this?;['xoax'];['@^ XBOX 360', 'SPACE', "(6)' Dreamcast Collection", 'E- T', 'SEEA']
VizWiz_train_000000003035.jpg;What does this say?;['american', 'alue', "'ino"];['!1 !', 'American', 'OFTHE', 'Value', '1/101', '10 )']
VizWiz_train_000000003036.jpg;Is this a Queen of Clubs? Thanks.;[];['` )']
VizWiz_train_000000003039.jpg;What kinda of soda is this?;[];['to', 'or']
VizWiz_train_000000003041.jpg;What is this item?;[];['MON']
VizWiz_train_000000003044.jpg;What does the label say?;['spoetil', 'shiner?', 'tye', 'caner', 'ryes', 'a', 'shine', 'bre', "wer's", 'a', 'something', 'special', 'from'];['MOP OF SHINER', 'CO`C`', 'IS BRINGS', 'Shiner', 'RUR Lager', 'RIVES & SHINE', "BREWER'S PAY", 'CRAFT BREW']
VizWiz_train_000000003045.jpg;What's on the screen, please?;[];[]
VizWiz_train_000000003047.jpg;What is this? What's this?;[];[]
VizWiz_train_000000003050.jpg;What is in this bottle?;['öätlonshjp', '12804355'];[]
VizWiz_train_000000003053.jpg;Which one is sausage?;['de', 'res,', 'net', 'wt.', 'oz.', '*øsnøs', "d'a", 'ouødøtøl'];['^TEMPERATURE', "\\SWELL TOHISHT UMTHINGS I'VE\\ }YOU'd collision", '\\Makes about $ Bags', '_Mup exam`', '\\2 04. 132 02 ) process choose spread cut up', '\\^ /12 02 / sliced pilageno peppers , drained', '\\For more indoes , stall our workable at work*]', '\\ place Hon Flavor }marry Clean Pork Sausage', '\\cook uncovered with melted , stirring frequently . Serve hot with chips .', '^apenas ; cover and cook 2 minutes . Stir In choose ; reduce heat to medium a', '\\In a large saucepan , cook sausage over meds', '\\thoroughly cooked and no longer pink $14 in cratered tomatoes & grown chilies and', '\\Sausage Jalapeno Cheese Dip', '\\medium high heat , stirring frequently unity', '\\1 LB ) 45:30', '\\HET VIT 18 01']
VizWiz_train_000000003057.jpg;What is on this t-shirt?;[];[]
VizWiz_train_000000003058.jpg;What is this thing right here?;[];['SALONIW NI SZAYMOUSIN', '`MAGINN DOGGGIG', '^``IS ONE`OUS ^']
VizWiz_train_000000003060.jpg;Can you tell what this bottle is?;[];['3']
VizWiz_train_000000003065.jpg;What is this packet?;[];[]
VizWiz_train_000000003068.jpg;what kind of Keurig cup is this?;['i', 'sing', 'cui', 'made', 'apples', 'feen', 'mountain', 'naturals', 'hot', 'apple', 'cider', 'from', 'green', 'mountain', 'naturals\'"', 'squeezes', 'the', 'fresh-picked', 'goodness', 'of', 'sweet', 'orchard', 'apples', 'into', 'convenient', 'k-cups', 'portion', 'packs.', 'all', 'you', 'do', 'is', 'pop', 'them', 'into', 'your', 'keurigø', 'brewer.', 'within', 'seconds,', 'you', 'get', 'a', 'warm,', 'comforting', 'mug', 'of', 'cider', 'with', 'a', 'hint', 'of', 'brown', 'sugar', 'and', 'just', 'a', 'touch', 'of', 'cinnamon.', "it's", 'that', 'easy.', 'now', 'check', 'out', 'the', 'ingredient', 'list.', 'no', 'artificial', 'flavors', 'or', 'preservatives.', 'nothing', 'unpronounceable.', 'just', 'a', 'new', 'way', 'to', 'enjoy', 'an', 'old', 'crisp,', 'clean', 'flavor', 'your'];['GREEN MOUNTAIN', 'naturals*', 'from Green Mountain Naturals " squeezes the', 'FRESH - PICKED GOODNESS Of sweet orchard apples', 'into convenient K- Cup portion packs . All you do is pop them', 'into your Keurig? Brewer . Within seconds , you get a warm ,', 'comforting mug of cider with a hint of brown sugar and just', "\\a touch of cinnamon . It's that EASY .", '|Now check out the ingredient list .', '\\NO ARTIFICIAL FLAVORS or preservatives . Nothing', 'unpronounceable . Just a new way to enjoy an old', 'a crisp , clean flavor your', 'APPLES', 'REAL', 'SING`!', 'nature']
VizWiz_train_000000003072.jpg;What is this.;['xo', 'o', 'luc)', 'o'];['espree!', 'natural', 'wholesome pet care', 'ODOR NEUTRALIZING', 'OATMEAL', 'BAKING SODA', 'SHAMPOO', 'POAHIS', 'Herbal', 'THANKANTI']
VizWiz_train_000000003073.jpg;What box is this?;[];['CROSS```', 'MIILIKE', 'Grade A . Vitamins AND . UHT', '32 FL. OZ 1946 my ) + QT', 'REAL']
VizWiz_train_000000003077.jpg;What is this?;[];[]
VizWiz_train_000000003079.jpg;what scent is this lotion?;['sweet', 'pea', 'body', 'lotion', 'with', 'vitamih', 'e,', 'jojoba', '&shea', 'butter', 're', 'co', 'ath', '&', 'bodyv', '8', 'fl', 'oz/', '236', 'rnl'];['SWEET', 'CODE ``SHEE QUITE`', 'GLEN^ ^URE CO.`ON^ON', 'ath & Body !`']
VizWiz_train_000000003081.jpg;Kind of beer is that?;[];['{red wig', 'Yell`']
VizWiz_train_000000003087.jpg;Can you tell me what this box says?;[];['MINI` SELF ! ! !', 'WVI, IN !']
VizWiz_train_000000003088.jpg;What's in these cans?;[];['Chicken N']
VizWiz_train_000000003091.jpg;What space is this?;[];[]
VizWiz_train_000000003092.jpg;What is this?;['org070917557', '50844', 'distributed', 'by.', 'walgreen', 'co.,', '200', 'wilmot', 'rd.,', 'deerfield,', '60015-4616', 'www.walgreens.com', '100%', 'satisfaction', 'guaranteed', 'retain', 'carton', 'for', 'complete', 'drug', 'facts', 'product', 'information', 'purpose', 'active', 'ingredient', '(in', 'each', 'caplet)', '.pain', 'relieverlfever', 'reduce', '500', 'mg..', 'uses', 'tempora,', 'reileves', 'minor', 'acnes', 'and', 'pains', 'due', 'to:', 'headache', '•backache', '•', 'the', 'common', 'cold', 'muscular', 'aches', '•', 'minor', 'pain', 'of', 'arthritis', '•', 'toothache', '•', 'premenstrual', 'and', 'menstrual', 'cramps', 'temporarily', 'reduces', 'fever', 'warnings', 'see', 'box', 'for', 'complete', 'warnings', 'liver', 'warning:', 'this', 'product', 'contains', 'acetaminophen.', 'severe', 'liver', 'damage', 'may', 'occur', 'if', 'you', 'take:', 'more', 'than', '8', 'caplets', 'in', '24', 'hours,', 'which', 'is', 'the', 'mayi•—', 'with', 'other', 'drugs', 'containing', 'acetaminon••-', 'or', 'alcoholic', 'drinks'];['`3 - 0175 - 57', 'Purpose', '` muscular aches', '" backache', '....... Pain reliever / fever reducer', 'PRODUCT INFORMATION', 'RETAIN CARTON FOR COMPLETE', 'www . walgreens . com', 'Distributed by : Walgreen Co., 200 Wilmot Rid .. Deerfield , 1 1 60015 - 4616', '* headache', '* toothache', 'Uses & temporarily relieves minor aches and pains due to ?', 'Liver warning : This product contains acetaminophen . Severe liver', 'ORGO 70917557\\', 'Active ingredient ( in each caplet )', 'Warnings See box for complete warnings', '* premenstrual and menstrual cramps', '100% Satisfaction Guaranteed\\', 'Air_ _ minoone ;1 500 my . ......', 'more than 8 caplets in 24 hours , which is {', '" with other drugs containing acetami', '* minor pain of arthritis', '" the common cold', '" temporarily reduces fever', 'damage may occur if you take :`', 'Drug Facts', '50844\\']
VizWiz_train_000000003094.jpg;What make and flavor of coffee is this please?;[];['THININGS']
VizWiz_train_000000003096.jpg;What is this CD?;[];[]
VizWiz_train_000000003097.jpg;What is this?;[];[]
VizWiz_train_000000003098.jpg;Can you tell me the name of this wine or some of the information on the label?;['carmenere'];['chanter chile', 'RESOUTA', 'CARMENERE']
